SalesLineID,OrderID,OrderDateKey,OrderDate,CustomerKey,ProductKey,RegionKey,ChannelKey,Quantity,UnitPrice,UnitCost,DiscountAmount
24062,ORD-012506,20240115,2024-01-15,1070,39,2,3,7,268.3,214.41,155.09
24063,ORD-012506,20240115,2024-01-15,1070,19,2,3,7,19.59,13.33,15.86
24064,ORD-012506,20240115,2024-01-15,1070,115,2,3,7,150.78,82.63,116.26
24065,ORD-012507,20240114,2024-01-14,568,12,2,2,1,58.87,40.11,0.16
24066,ORD-012507,20240114,2024-01-14,568,88,2,2,1,374.27,230.79,3.25
24067,ORD-012508,20240112,2024-01-12,1109,102,2,2,4,77.13,45.06,8.52
24068,ORD-012508,20240112,2024-01-12,1109,105,2,2,1,129.37,81.04,0.97
24069,ORD-012509,20240110,2024-01-10,132,21,2,3,2,36.56,27.17,4.87
24070,ORD-012509,20240110,2024-01-10,132,64,2,3,4,253.22,169.8,80.15
24071,ORD-012510,20240119,2024-01-19,844,76,2,2,4,49.02,29.99,5.3
24072,ORD-012511,20240115,2024-01-15,209,36,2,2,2,115.39,89.25,2.35
24073,ORD-012512,20240121,2024-01-21,370,106,2,2,5,102.79,61.7,2.95
24074,ORD-012512,20240121,2024-01-21,370,103,2,2,4,33.39,19.25,4.13
24075,ORD-012513,20240118,2024-01-18,129,56,2,2,1,181.6,132.14,0.78
24076,ORD-012513,20240118,2024-01-18,129,18,2,2,2,63.6,43.13,1.8
24077,ORD-012514,20240101,2024-01-01,412,33,2,2,2,309.26,237.41,10.6
24078,ORD-012515,20240112,2024-01-12,938,120,2,3,21,29.33,17.55,78.22
24079,ORD-012515,20240112,2024-01-12,938,104,2,3,4,141.02,88.72,36.07
24080,ORD-012515,20240112,2024-01-12,938,16,2,3,4,69.87,50.82,22.23
24081,ORD-012516,20240110,2024-01-10,437,103,2,1,9,34.37,18.98,11.61
24082,ORD-012516,20240110,2024-01-10,437,39,2,1,6,264.75,203.53,104.67
24083,ORD-012517,20240106,2024-01-06,1071,82,2,3,1,427.95,266.63,35.67
24084,ORD-012518,20240115,2024-01-15,1114,79,2,1,3,475.71,316.03,50.23
24085,ORD-012518,20240115,2024-01-15,1114,110,2,1,7,98.94,60.37,49.19
24086,ORD-012518,20240115,2024-01-15,1114,7,2,1,7,39.15,26.15,18.76
24087,ORD-012519,20240102,2024-01-02,513,89,2,3,4,507.46,347.17,128.1
24088,ORD-012519,20240102,2024-01-02,513,21,2,3,1,37.55,26.74,2.12
24089,ORD-012520,20240105,2024-01-05,138,20,2,3,5,66.77,46.14,39.57
24090,ORD-012520,20240105,2024-01-05,138,120,2,3,3,29.66,17.57,7.27
24091,ORD-012521,20240103,2024-01-03,731,118,2,1,8,145.22,77.15,26.99
24092,ORD-012521,20240103,2024-01-03,731,41,2,1,7,215.91,160.44,58.56
24093,ORD-012521,20240103,2024-01-03,731,90,2,1,5,497.82,297.74,96.88
24094,ORD-012522,20240130,2024-01-30,541,81,2,2,1,299.64,192.54,5.19
24095,ORD-012523,20240108,2024-01-08,333,45,2,3,7,208.78,169.38,183.57
24096,ORD-012523,20240108,2024-01-08,333,53,2,3,4,192.46,147.55,96.13
24097,ORD-012523,20240108,2024-01-08,333,84,2,3,1,101.25,68.89,11.25
24098,ORD-012524,20240125,2024-01-25,444,22,2,2,4,71.14,45.54,4.94
24099,ORD-012525,20240125,2024-01-25,163,7,2,1,2,40.03,26.64,1.7
24100,ORD-012525,20240125,2024-01-25,163,31,2,1,7,131.47,97.29,62.36
24101,ORD-012525,20240125,2024-01-25,163,60,2,1,3,247.96,195.39,39.16
24102,ORD-012525,20240125,2024-01-25,163,26,2,1,3,16.26,10.74,3.02
24103,ORD-012526,20240114,2024-01-14,596,46,2,2,1,147.86,108.12,2.66
24104,ORD-012527,20240121,2024-01-21,856,22,2,1,2,73.32,45.88,4.48
24105,ORD-012527,20240121,2024-01-21,856,69,2,1,2,404.84,248.12,15.44
24106,ORD-012527,20240121,2024-01-21,856,16,2,1,8,69.77,49.73,10.51
24107,ORD-012528,20240129,2024-01-29,197,1,2,1,5,52.6,34.37,7.7
24108,ORD-012528,20240129,2024-01-29,197,58,2,1,7,59.8,48.28,25.69
24109,ORD-012528,20240129,2024-01-29,197,99,2,1,2,142.67,85.9,17.54
24110,ORD-012529,20240129,2024-01-29,914,4,2,1,2,40.37,28.03,1.98
24111,ORD-012529,20240129,2024-01-29,914,77,2,1,7,336.79,195.56,115.49
24112,ORD-012529,20240129,2024-01-29,914,52,2,1,3,34.5,25.23,3.62
24113,ORD-012530,20240103,2024-01-03,866,60,2,1,14,251.63,196.47,74.7
24114,ORD-012530,20240103,2024-01-03,866,33,2,1,9,302.26,234.56,124.54
24115,ORD-012530,20240103,2024-01-03,866,30,2,1,14,39.05,28.0,31.21
24116,ORD-012531,20240102,2024-01-02,1142,42,2,1,9,113.78,85.54,36.0
24117,ORD-012531,20240102,2024-01-02,1142,78,2,1,9,425.54,284.3,244.28
24118,ORD-012532,20240122,2024-01-22,1126,49,2,1,14,188.8,133.86,184.05
24119,ORD-012532,20240122,2024-01-22,1126,64,2,1,6,258.09,162.48,27.76
24120,ORD-012533,20240105,2024-01-05,371,80,2,1,8,347.54,227.12,161.46
24121,ORD-012533,20240105,2024-01-05,371,18,2,1,5,64.39,41.85,11.43
24122,ORD-012533,20240105,2024-01-05,371,41,2,1,7,208.86,157.2,28.59
24123,ORD-012534,20240126,2024-01-26,856,116,2,3,4,19.29,12.03,7.49
24124,ORD-012535,20240113,2024-01-13,975,19,2,3,7,19.64,13.25,13.41
24125,ORD-012535,20240113,2024-01-13,975,30,2,3,2,39.44,28.69,7.41
24126,ORD-012535,20240113,2024-01-13,975,90,2,3,9,475.84,311.59,531.19
24127,ORD-012536,20240116,2024-01-16,651,36,2,2,4,114.48,88.42,15.21
24128,ORD-012536,20240116,2024-01-16,651,68,2,2,4,437.03,277.24,77.15
24129,ORD-012537,20240125,2024-01-25,771,52,2,1,7,34.51,24.94,13.63
24130,ORD-012538,20240110,2024-01-10,994,22,2,1,5,73.34,45.33,25.72
24131,ORD-012538,20240110,2024-01-10,994,27,2,1,7,10.2,6.99,1.65
24132,ORD-012538,20240110,2024-01-10,994,14,2,1,2,58.61,39.85,3.01
24133,ORD-012539,20240130,2024-01-30,938,24,2,2,9,47.66,34.87,14.74
24134,ORD-012540,20240119,2024-01-19,522,67,2,3,2,167.0,105.81,32.2
24135,ORD-012541,20240104,2024-01-04,322,115,2,3,7,142.83,84.13,112.54
24136,ORD-012541,20240104,2024-01-04,322,50,2,3,4,125.1,98.6,63.32
24137,ORD-012542,20240108,2024-01-08,532,56,2,1,7,183.76,135.08,20.44
24138,ORD-012542,20240108,2024-01-08,532,84,2,1,8,97.96,66.26,35.29
24139,ORD-012543,20240130,2024-01-30,89,44,2,2,1,140.36,101.35,4.35
24140,ORD-012544,20240125,2024-01-25,198,89,3,1,3,517.72,337.68,106.36
24141,ORD-012544,20240125,2024-01-25,198,6,3,1,3,8.39,5.56,0.5
24142,ORD-012545,20240113,2024-01-13,140,3,3,3,4,38.26,26.29,15.62
24143,ORD-012545,20240113,2024-01-13,140,18,3,3,1,63.36,44.12,4.86
24144,ORD-012545,20240113,2024-01-13,140,30,3,3,7,42.17,28.93,32.45
24145,ORD-012546,20240121,2024-01-21,877,87,3,2,2,274.35,160.4,12.96
24146,ORD-012547,20240129,2024-01-29,467,8,3,3,1,56.46,37.02,3.98
24147,ORD-012548,20240108,2024-01-08,968,89,3,2,1,539.79,336.26,4.22
24148,ORD-012549,20240116,2024-01-16,1000,38,3,3,4,57.83,45.72,13.87
24149,ORD-012549,20240116,2024-01-16,1000,6,3,3,4,8.28,5.86,2.97
24150,ORD-012550,20240129,2024-01-29,13,5,3,3,3,29.28,19.44,8.05
24151,ORD-012550,20240129,2024-01-29,13,91,3,3,7,16.05,10.19,9.05
24152,ORD-012551,20240107,2024-01-07,280,103,3,2,1,33.42,18.95,1.41
24153,ORD-012552,20240112,2024-01-12,234,76,3,2,4,47.94,29.87,8.37
24154,ORD-012552,20240112,2024-01-12,234,42,3,2,1,113.06,88.73,3.19
24155,ORD-012553,20240105,2024-01-05,271,46,3,1,3,150.75,106.85,31.85
24156,ORD-012553,20240105,2024-01-05,271,55,3,1,14,134.47,99.55,56.28
24157,ORD-012553,20240105,2024-01-05,271,78,3,1,12,423.9,284.1,116.51
24158,ORD-012554,20240106,2024-01-06,666,91,3,2,3,15.4,9.7,2.02
24159,ORD-012554,20240106,2024-01-06,666,3,3,2,1,39.79,25.42,1.26
24160,ORD-012555,20240105,2024-01-05,203,14,3,1,21,56.3,39.81,34.58
24161,ORD-012555,20240105,2024-01-05,203,1,3,1,11,50.66,33.73,13.0
24162,ORD-012555,20240105,2024-01-05,203,71,3,1,26,290.14,186.11,295.68
24163,ORD-012556,20240129,2024-01-29,902,27,3,2,6,10.13,7.03,0.6
24164,ORD-012556,20240129,2024-01-29,902,6,3,2,2,8.49,5.56,0.05
24165,ORD-012557,20240115,2024-01-15,145,54,3,1,12,155.04,127.44,62.36
24166,ORD-012557,20240115,2024-01-15,145,100,3,1,3,142.97,82.32,24.51
24167,ORD-012558,20240127,2024-01-27,785,28,3,3,7,64.88,48.36,31.96
24168,ORD-012558,20240127,2024-01-27,785,93,3,3,1,101.51,64.79,7.81
24169,ORD-012559,20240114,2024-01-14,540,36,3,2,5,112.77,87.64,13.25
24170,ORD-012560,20240131,2024-01-31,855,4,3,3,4,39.41,29.45,19.02
24171,ORD-012560,20240131,2024-01-31,855,35,3,3,3,38.25,30.85,7.58
24172,ORD-012560,20240131,2024-01-31,855,62,3,3,1,399.12,256.31,28.92
24173,ORD-012560,20240131,2024-01-31,855,93,3,3,3,107.35,66.08,18.35
24174,ORD-012561,20240123,2024-01-23,1040,18,3,3,12,58.91,44.67,56.53
24175,ORD-012561,20240123,2024-01-23,1040,2,3,3,4,33.3,22.85,9.28
24176,ORD-012562,20240120,2024-01-20,986,59,3,1,12,44.26,34.78,24.79
24177,ORD-012562,20240120,2024-01-20,986,51,3,1,6,84.58,63.69,29.03
24178,ORD-012563,20240116,2024-01-16,478,109,3,2,1,146.23,92.11,5.28
24179,ORD-012564,20240104,2024-01-04,11,102,3,1,2,73.18,44.17,10.92
24180,ORD-012564,20240104,2024-01-04,11,94,3,1,3,103.97,65.45,22.88
24181,ORD-012565,20240113,2024-01-13,221,68,3,1,9,450.7,271.43,303.65
24182,ORD-012565,20240113,2024-01-13,221,25,3,1,14,59.44,37.88,42.38
24183,ORD-012566,20240128,2024-01-28,11,31,3,2,4,130.26,100.35,1.44
24184,ORD-012566,20240128,2024-01-28,11,19,3,2,3,19.42,12.65,1.64
24185,ORD-012567,20240113,2024-01-13,527,29,3,2,2,65.81,42.53,3.57
24186,ORD-012568,20240105,2024-01-05,5,53,3,3,4,184.52,150.55,80.11
24187,ORD-012568,20240105,2024-01-05,5,111,3,3,1,120.3,74.29,10.18
24188,ORD-012569,20240126,2024-01-26,839,38,3,2,5,57.19,43.76,0.72
24189,ORD-012570,20240121,2024-01-21,65,34,3,2,1,180.38,142.0,4.16
24190,ORD-012570,20240121,2024-01-21,65,37,3,2,1,179.84,132.68,2.93
24191,ORD-012571,20240105,2024-01-05,467,34,3,2,2,185.09,141.26,9.66
24192,ORD-012571,20240105,2024-01-05,467,48,3,2,4,49.73,37.4,1.79
24193,ORD-012572,20240117,2024-01-17,696,108,3,1,8,107.22,66.44,34.92
24194,ORD-012572,20240117,2024-01-17,696,92,3,1,5,143.27,80.35,16.35
24195,ORD-012573,20240106,2024-01-06,224,30,3,2,2,41.65,28.2,2.24
24196,ORD-012574,20240120,2024-01-20,839,112,3,3,2,47.69,27.91,6.28
24197,ORD-012574,20240120,2024-01-20,839,7,3,3,9,37.85,27.93,38.33
24198,ORD-012574,20240120,2024-01-20,839,23,3,3,7,33.67,23.38,24.1
24199,ORD-012575,20240120,2024-01-20,1022,49,3,1,8,182.62,134.96,65.0
24200,ORD-012575,20240120,2024-01-20,1022,6,3,1,3,8.62,5.55,0.47
24201,ORD-012575,20240120,2024-01-20,1022,10,3,1,2,30.21,20.51,4.23
24202,ORD-012575,20240120,2024-01-20,1022,93,3,1,3,103.1,62.6,6.35
24203,ORD-012576,20240116,2024-01-16,309,40,3,2,1,98.73,71.92,2.1
24204,ORD-012576,20240116,2024-01-16,309,59,3,2,2,45.24,34.84,2.61
24205,ORD-012576,20240116,2024-01-16,309,37,3,2,1,182.22,135.33,6.18
24206,ORD-012576,20240116,2024-01-16,309,50,3,2,2,129.08,93.56,0.5
24207,ORD-012577,20240112,2024-01-12,358,59,3,1,2,44.91,34.22,5.25
24208,ORD-012577,20240112,2024-01-12,358,13,3,1,3,39.08,26.49,3.75
24209,ORD-012578,20240101,2024-01-01,1130,8,3,2,1,55.2,36.53,1.43
24210,ORD-012578,20240101,2024-01-01,1130,35,3,2,5,39.38,29.72,6.77
24211,ORD-012579,20240115,2024-01-15,270,10,3,1,3,29.28,20.31,4.05
24212,ORD-012579,20240115,2024-01-15,270,29,3,1,14,65.26,42.11,24.12
24213,ORD-012580,20240126,2024-01-26,420,22,3,1,12,69.45,45.88,18.79
24214,ORD-012581,20240129,2024-01-29,420,47,3,3,11,90.45,73.77,97.24
24215,ORD-012582,20240130,2024-01-30,455,26,3,1,5,15.22,10.59,5.35
24216,ORD-012583,20240112,2024-01-12,280,10,3,1,14,28.44,20.41,14.43
24217,ORD-012583,20240112,2024-01-12,280,12,3,1,3,61.81,39.38,12.65
24218,ORD-012584,20240117,2024-01-17,793,21,3,3,11,35.53,27.09,23.51
24219,ORD-012584,20240117,2024-01-17,793,74,3,3,9,75.92,49.15,53.52
24220,ORD-012584,20240117,2024-01-17,793,100,3,3,4,141.94,85.44,39.93
24221,ORD-012585,20240119,2024-01-19,574,34,3,2,1,177.01,142.47,1.56
24222,ORD-012586,20240101,2024-01-01,1029,27,3,1,21,10.08,7.03,5.83
24223,ORD-012586,20240101,2024-01-01,1029,32,3,1,5,158.48,121.22,37.69
24224,ORD-012586,20240101,2024-01-01,1029,83,3,1,21,364.57,242.41,405.79
24225,ORD-012587,20240119,2024-01-19,950,85,3,2,5,671.94,387.13,78.03
24226,ORD-012588,20240128,2024-01-28,637,85,3,1,8,676.49,395.63,323.16
24227,ORD-012588,20240128,2024-01-28,637,64,3,1,7,257.74,162.39,107.75
24228,ORD-012588,20240128,2024-01-28,637,67,3,1,2,163.84,100.23,20.79
24229,ORD-012589,20240124,2024-01-24,985,49,3,3,1,189.22,141.11,17.54
24230,ORD-012589,20240124,2024-01-24,985,11,3,3,7,66.07,43.8,57.42
24231,ORD-012590,20240118,2024-01-18,1199,74,3,3,7,77.71,48.62,38.73
24232,ORD-012590,20240118,2024-01-18,1199,6,3,3,4,8.02,5.7,3.62
24233,ORD-012590,20240118,2024-01-18,1199,114,3,3,1,124.16,72.26,11.0
24234,ORD-012590,20240118,2024-01-18,1199,40,3,3,7,97.73,75.69,70.35
24235,ORD-012591,20240109,2024-01-09,1120,75,3,2,1,154.89,103.01,1.98
24236,ORD-012592,20240123,2024-01-23,1130,23,3,2,2,32.02,22.64,0.65
24237,ORD-012592,20240123,2024-01-23,1130,6,3,2,4,8.09,5.54,0.01
24238,ORD-012593,20240107,2024-01-07,1136,6,3,3,7,8.0,5.88,5.33
24239,ORD-012593,20240107,2024-01-07,1136,33,3,3,7,313.21,250.81,253.49
24240,ORD-012594,20240117,2024-01-17,158,47,3,3,3,95.52,72.32,29.15
24241,ORD-012594,20240117,2024-01-17,158,68,3,3,5,449.93,281.87,237.79
24242,ORD-012595,20240116,2024-01-16,1041,54,3,2,2,157.65,124.93,11.48
24243,ORD-012596,20240131,2024-01-31,825,3,3,3,1,38.89,26.08,4.13
24244,ORD-012596,20240131,2024-01-31,825,36,3,3,1,112.93,90.69,11.91
24245,ORD-012596,20240131,2024-01-31,825,64,3,3,5,258.1,172.06,89.93
24246,ORD-012596,20240131,2024-01-31,825,105,3,3,5,130.98,83.86,42.06
24247,ORD-012597,20240109,2024-01-09,1134,26,3,3,4,15.19,11.12,4.44
24248,ORD-012597,20240109,2024-01-09,1134,62,3,3,8,368.11,259.73,246.41
24249,ORD-012597,20240109,2024-01-09,1134,1,3,3,12,52.71,35.53,37.2
24250,ORD-012598,20240121,2024-01-21,868,17,3,3,5,25.01,15.97,9.48
24251,ORD-012598,20240121,2024-01-21,868,96,3,3,7,33.67,19.99,13.02
24252,ORD-012598,20240121,2024-01-21,868,20,3,3,3,64.35,45.66,20.51
24253,ORD-012599,20240119,2024-01-19,877,52,3,3,7,34.87,25.95,31.07
24254,ORD-012599,20240119,2024-01-19,877,27,3,3,4,10.18,7.42,3.39
24255,ORD-012600,20240124,2024-01-24,1098,120,3,2,9,28.37,17.21,11.23
24256,ORD-012601,20240114,2024-01-14,936,42,3,2,3,113.07,87.76,11.01
24257,ORD-012602,20240128,2024-01-28,855,7,3,3,4,38.9,27.32,18.13
24258,ORD-012602,20240128,2024-01-28,855,6,3,3,3,8.07,5.83,2.03
24259,ORD-012602,20240128,2024-01-28,855,100,3,3,7,140.66,85.17,120.68
24260,ORD-012603,20240112,2024-01-12,611,22,3,2,1,72.5,46.71,0.9
24261,ORD-012603,20240112,2024-01-12,611,79,3,2,1,494.5,310.77,18.03
24262,ORD-012604,20240125,2024-01-25,105,65,3,2,4,131.37,85.86,12.86
24263,ORD-012605,20240114,2024-01-14,414,47,3,3,1,93.27,73.07,8.2
24264,ORD-012605,20240114,2024-01-14,414,30,3,3,1,40.56,29.09,3.57
24265,ORD-012605,20240114,2024-01-14,414,100,3,3,3,143.6,85.9,40.63
24266,ORD-012605,20240114,2024-01-14,414,29,3,3,7,66.14,44.78,38.1
24267,ORD-012606,20240101,2024-01-01,145,32,3,2,1,158.98,121.71,5.93
24268,ORD-012607,20240122,2024-01-22,224,18,3,3,4,65.11,44.74,15.44
24269,ORD-012608,20240101,2024-01-01,797,20,3,1,2,65.28,44.01,8.42
24270,ORD-012608,20240101,2024-01-01,797,12,3,1,5,59.51,39.16,16.79
24271,ORD-012609,20240127,2024-01-27,785,78,3,2,3,424.57,287.59,49.59
24272,ORD-012609,20240127,2024-01-27,785,97,3,2,1,86.12,54.1,1.89
24273,ORD-012610,20240118,2024-01-18,1047,60,3,3,4,251.42,201.53,123.8
24274,ORD-012610,20240118,2024-01-18,1047,117,3,3,7,85.51,48.84,75.22
24275,ORD-012610,20240118,2024-01-18,1047,27,3,3,7,10.0,7.37,7.71
24276,ORD-012611,20240129,2024-01-29,1081,74,3,2,2,76.67,47.08,3.87
24277,ORD-012611,20240129,2024-01-29,1081,54,3,2,1,166.73,128.08,6.82
24278,ORD-012612,20240127,2024-01-27,252,20,3,1,2,68.18,43.35,4.35
24279,ORD-012612,20240127,2024-01-27,252,51,3,1,7,90.32,63.18,9.61
24280,ORD-012612,20240127,2024-01-27,252,34,3,1,5,172.84,139.34,35.56
24281,ORD-012613,20240119,2024-01-19,1189,79,3,1,16,461.1,313.65,465.03
24282,ORD-012614,20240108,2024-01-08,252,18,3,3,3,62.61,44.53,12.65
24283,ORD-012614,20240108,2024-01-08,252,7,3,3,3,38.72,27.67,12.33
24284,ORD-012615,20240131,2024-01-31,936,54,3,2,1,167.08,128.4,4.35
24285,ORD-012616,20240115,2024-01-15,13,101,3,2,2,58.75,37.27,4.06
24286,ORD-012617,20240111,2024-01-11,408,67,3,3,7,169.27,102.57,89.21
24287,ORD-012618,20240131,2024-01-31,968,96,3,3,7,33.62,20.54,24.65
24288,ORD-012618,20240131,2024-01-31,968,12,3,3,7,60.09,42.31,33.82
24289,ORD-012618,20240131,2024-01-31,968,6,3,3,7,8.5,5.73,7.16
24290,ORD-012619,20240112,2024-01-12,50,34,3,2,4,180.79,142.55,12.14
24291,ORD-012620,20240117,2024-01-17,309,41,3,2,4,207.56,158.1,22.36
24292,ORD-012620,20240117,2024-01-17,309,50,3,2,1,127.77,93.66,4.86
24293,ORD-012621,20240115,2024-01-15,1040,69,3,2,7,390.53,251.19,107.35
24294,ORD-012621,20240115,2024-01-15,1040,45,3,2,7,198.7,160.37,27.06
24295,ORD-012621,20240115,2024-01-15,1040,5,3,2,2,27.98,19.01,1.65
24296,ORD-012622,20240102,2024-01-02,511,105,3,2,3,129.57,81.21,12.41
24297,ORD-012623,20240122,2024-01-22,87,18,3,2,11,62.97,42.02,8.89
24298,ORD-012624,20240105,2024-01-05,1029,4,3,2,2,37.33,28.53,0.16
24299,ORD-012625,20240105,2024-01-05,9,32,3,1,8,169.78,123.22,31.97
24300,ORD-012626,20240115,2024-01-15,574,80,3,2,1,327.7,226.77,7.94
24301,ORD-012626,20240115,2024-01-15,574,4,3,2,4,40.65,28.61,5.33
24302,ORD-012627,20240108,2024-01-08,283,104,3,2,6,141.76,86.82,35.0
24303,ORD-012627,20240108,2024-01-08,283,2,3,2,6,32.58,21.55,7.51
24304,ORD-012628,20240114,2024-01-14,986,24,3,2,6,46.8,35.17,2.93
24305,ORD-012629,20240113,2024-01-13,696,74,3,2,1,75.47,48.37,1.2
24306,ORD-012630,20240125,2024-01-25,1165,87,3,1,9,268.91,160.32,75.5
24307,ORD-012630,20240125,2024-01-25,1165,45,3,1,12,203.45,162.34,63.34
24308,ORD-012630,20240125,2024-01-25,1165,33,3,1,9,295.2,237.86,118.59
24309,ORD-012630,20240125,2024-01-25,1165,54,3,1,9,156.85,126.96,47.31
24310,ORD-012631,20240107,2024-01-07,815,11,3,2,9,60.5,42.95,5.71
24311,ORD-012631,20240107,2024-01-07,815,13,3,2,11,36.73,26.81,1.22
24312,ORD-012632,20240104,2024-01-04,950,12,3,2,5,62.42,39.78,13.83
24313,ORD-012632,20240104,2024-01-04,950,115,3,2,6,142.71,80.96,2.48
24314,ORD-012633,20240102,2024-01-02,478,68,3,2,1,449.74,276.85,5.64
24315,ORD-012634,20240114,2024-01-14,877,7,3,3,4,37.9,27.69,18.5
24316,ORD-012634,20240114,2024-01-14,877,54,3,3,5,168.16,128.75,49.23
24317,ORD-012634,20240114,2024-01-14,877,99,3,3,1,135.17,91.46,12.23
24318,ORD-012634,20240114,2024-01-14,877,12,3,3,7,59.46,41.45,34.87
24319,ORD-012635,20240116,2024-01-16,447,83,3,2,1,371.63,245.96,10.03
24320,ORD-012635,20240116,2024-01-16,447,114,3,2,1,121.18,70.81,0.02
24321,ORD-012636,20240125,2024-01-25,16,64,3,3,9,272.59,169.53,308.7
24322,ORD-012636,20240125,2024-01-25,16,43,3,3,9,246.14,184.86,238.99
24323,ORD-012637,20240116,2024-01-16,1105,57,3,2,4,269.18,206.38,23.68
24324,ORD-012638,20240127,2024-01-27,423,6,3,1,2,8.14,5.57,0.33
24325,ORD-012639,20240111,2024-01-11,876,1,3,2,4,53.2,34.46,4.09
24326,ORD-012639,20240111,2024-01-11,876,49,3,2,2,184.85,135.13,9.82
24327,ORD-012640,20240112,2024-01-12,1134,47,3,3,12,88.76,74.34,63.06
24328,ORD-012641,20240101,2024-01-01,696,32,3,1,7,161.43,121.61,23.76
24329,ORD-012641,20240101,2024-01-01,696,9,3,1,7,34.69,22.08,12.9
24330,ORD-012642,20240114,2024-01-14,540,52,3,2,11,32.19,25.24,15.76
24331,ORD-012642,20240114,2024-01-14,540,28,3,2,9,63.16,45.42,1.43
24332,ORD-012643,20240129,2024-01-29,423,70,3,1,2,164.32,97.92,16.41
24333,ORD-012643,20240129,2024-01-29,423,26,3,1,8,15.94,10.74,6.12
24334,ORD-012644,20240121,2024-01-21,341,61,3,3,7,504.92,328.02,354.33
24335,ORD-012644,20240121,2024-01-21,341,82,3,3,4,435.72,267.77,171.8
24336,ORD-012645,20240126,2024-01-26,170,49,3,1,5,189.76,135.92,70.62
24337,ORD-012645,20240126,2024-01-26,170,82,3,1,5,430.68,257.33,53.77
24338,ORD-012646,20240106,2024-01-06,1189,27,3,2,5,10.23,6.98,1.56
24339,ORD-012647,20240106,2024-01-06,601,67,3,1,2,166.46,99.66,11.86
24340,ORD-012647,20240106,2024-01-06,601,99,3,1,7,135.46,86.29,21.49
24341,ORD-012647,20240106,2024-01-06,601,53,3,1,5,187.07,140.98,52.89
24342,ORD-012648,20240104,2024-01-04,167,118,3,2,2,140.02,78.8,6.27
24343,ORD-012648,20240104,2024-01-04,167,56,3,2,1,181.77,135.5,6.27
24344,ORD-012649,20240129,2024-01-29,271,66,3,2,6,285.05,175.93,33.56
24345,ORD-012650,20240118,2024-01-18,55,96,3,2,5,31.91,19.97,0.85
24346,ORD-012650,20240118,2024-01-18,55,53,3,2,2,184.1,143.16,6.44
24347,ORD-012651,20240127,2024-01-27,301,84,4,2,3,99.22,65.48,3.77
24348,ORD-012651,20240127,2024-01-27,301,113,4,2,1,57.89,33.92,1.28
24349,ORD-012651,20240127,2024-01-27,301,57,4,2,4,279.86,204.55,12.2
24350,ORD-012652,20240102,2024-01-02,384,56,4,2,4,180.13,136.35,17.97
24351,ORD-012653,20240105,2024-01-05,1005,28,4,3,5,63.56,47.45,38.32
24352,ORD-012654,20240127,2024-01-27,820,17,4,2,2,23.85,15.27,1.16
24353,ORD-012654,20240127,2024-01-27,820,60,4,2,6,243.02,195.04,15.69
24354,ORD-012655,20240105,2024-01-05,82,59,4,2,2,46.56,34.92,2.62
24355,ORD-012655,20240105,2024-01-05,82,50,4,2,4,130.19,94.77,3.87
24356,ORD-012656,20240109,2024-01-09,862,57,4,1,6,264.6,203.15,25.05
24357,ORD-012656,20240109,2024-01-09,862,10,4,1,3,29.79,20.43,5.61
24358,ORD-012656,20240109,2024-01-09,862,102,4,1,6,76.42,44.75,27.79
24359,ORD-012657,20240126,2024-01-26,353,6,4,3,3,8.54,5.71,1.75
24360,ORD-012658,20240130,2024-01-30,46,31,4,2,1,133.89,99.02,4.09
24361,ORD-012658,20240130,2024-01-30,46,9,4,2,2,33.25,22.76,2.96
24362,ORD-012659,20240125,2024-01-25,862,74,4,2,5,74.47,47.05,3.63
24363,ORD-012659,20240125,2024-01-25,862,24,4,2,2,49.41,35.21,3.96
24364,ORD-012659,20240125,2024-01-25,862,1,4,2,5,50.92,34.95,7.21
24365,ORD-012660,20240110,2024-01-10,110,15,4,2,1,15.16,11.06,0.18
24366,ORD-012660,20240110,2024-01-10,110,66,4,2,4,292.53,177.46,8.2
24367,ORD-012661,20240110,2024-01-10,219,47,4,3,7,98.68,74.46,44.38
24368,ORD-012661,20240110,2024-01-10,219,96,4,3,3,33.93,20.59,6.31
24369,ORD-012661,20240110,2024-01-10,219,52,4,3,3,34.9,26.71,12.17
24370,ORD-012662,20240102,2024-01-02,621,57,4,2,1,278.28,204.85,11.4
24371,ORD-012662,20240102,2024-01-02,621,10,4,2,1,30.45,20.64,1.07
24372,ORD-012663,20240101,2024-01-01,889,8,4,3,5,57.49,37.48,28.4
24373,ORD-012663,20240101,2024-01-01,889,16,4,3,5,68.26,52.11,27.58
24374,ORD-012664,20240121,2024-01-21,854,40,4,3,3,95.71,75.35,20.68
24375,ORD-012664,20240121,2024-01-21,854,52,4,3,7,34.7,26.44,18.43
24376,ORD-012664,20240121,2024-01-21,854,117,4,3,5,90.11,50.21,55.08
24377,ORD-012665,20240129,2024-01-29,694,104,4,1,14,139.14,85.72,133.84
24378,ORD-012666,20240109,2024-01-09,462,14,4,1,9,57.14,40.27,9.55
24379,ORD-012667,20240110,2024-01-10,615,77,4,2,3,334.98,193.17,9.78
24380,ORD-012667,20240110,2024-01-10,615,56,4,2,1,183.43,135.25,8.16
24381,ORD-012668,20240103,2024-01-03,28,22,4,2,2,68.18,46.38,3.38
24382,ORD-012669,20240130,2024-01-30,171,23,4,2,1,34.67,22.67,0.95
24383,ORD-012669,20240130,2024-01-30,171,46,4,2,1,151.69,107.51,4.46
