TargetID,MonthStartDate,RegionKey,ChannelKey,RevenueTarget,ProfitTarget
606,2025-10-01,4,3,67427.45,16108.94
607,2025-10-01,5,1,174467.62,52210.22
608,2025-10-01,5,2,64329.27,20350.92
609,2025-10-01,5,3,93943.34,23297.27
610,2025-10-01,6,1,111104.66,35127.98
611,2025-10-01,6,2,44141.28,14781.17
612,2025-10-01,6,3,79946.25,18134.14
613,2025-11-01,1,1,235588.91,70472.32
614,2025-11-01,1,2,101272.46,29408.47
615,2025-11-01,1,3,96110.0,20541.93
616,2025-11-01,2,1,128879.2,38706.27
617,2025-11-01,2,2,77896.31,25404.89
618,2025-11-01,2,3,87075.76,22780.04
619,2025-11-01,3,1,102038.63,32072.68
620,2025-11-01,3,2,51657.3,15712.35
621,2025-11-01,3,3,70944.91,16016.98
622,2025-11-01,4,1,142986.84,40491.6
623,2025-11-01,4,2,60175.12,18593.67
624,2025-11-01,4,3,83764.62,18498.51
625,2025-11-01,5,1,172251.93,52114.24
626,2025-11-01,5,2,80916.11,25121.42
627,2025-11-01,5,3,123064.75,29843.41
628,2025-11-01,6,1,99065.39,29553.78
629,2025-11-01,6,2,35745.93,10824.94
630,2025-11-01,6,3,86330.11,19411.97
631,2025-12-01,1,1,198678.52,58037.08
632,2025-12-01,1,2,99868.12,30164.16
633,2025-12-01,1,3,115031.42,25060.89
634,2025-12-01,2,1,195938.55,60049.81
635,2025-12-01,2,2,82131.63,26388.34
636,2025-12-01,2,3,107606.46,23758.89
637,2025-12-01,3,1,142311.06,43017.29
638,2025-12-01,3,2,53925.46,16616.15
639,2025-12-01,3,3,48058.1,12523.15
640,2025-12-01,4,1,116991.03,34453.6
641,2025-12-01,4,2,62294.46,19183.88
642,2025-12-01,4,3,97512.21,23752.3
643,2025-12-01,5,1,168154.11,50227.57
644,2025-12-01,5,2,70749.58,21280.65
645,2025-12-01,5,3,99288.33,22571.12
646,2025-12-01,6,1,97125.73,27916.74
647,2025-12-01,6,2,42582.85,13282.94
648,2025-12-01,6,3,90561.05,23032.19
