CustomerKey,CustomerID,CustomerName,CustomerSegment,RegionKey,CustomerSince,Industry
372,CUST-0372,Apex Customer 0372,Mid-Market,5,2022-11-07,Professional Services
373,CUST-0373,Apex Customer 0373,Mid-Market,2,2019-04-14,Manufacturing
374,CUST-0374,Apex Customer 0374,Mid-Market,1,2021-02-14,Manufacturing
375,CUST-0375,Apex Customer 0375,Enterprise,1,2021-06-14,Construction
376,CUST-0376,Apex Customer 0376,Mid-Market,4,2021-10-26,Retail
377,CUST-0377,Apex Customer 0377,SME,2,2019-04-28,Education
378,CUST-0378,Apex Customer 0378,SME,4,2022-03-21,Professional Services
379,CUST-0379,Apex Customer 0379,Mid-Market,1,2023-07-02,Manufacturing
380,CUST-0380,Apex Customer 0380,SME,2,2023-05-25,Retail
381,CUST-0381,Apex Customer 0381,Enterprise,6,2020-12-07,Retail
382,CUST-0382,Apex Customer 0382,Mid-Market,5,2019-07-27,Construction
383,CUST-0383,Apex Customer 0383,SME,2,2022-04-07,Professional Services
384,CUST-0384,Apex Customer 0384,SME,4,2023-04-09,Construction
385,CUST-0385,Apex Customer 0385,SME,6,2023-10-18,Retail
386,CUST-0386,Apex Customer 0386,SME,4,2022-07-15,Hospitality
387,CUST-0387,Apex Customer 0387,Enterprise,1,2019-05-28,Hospitality
388,CUST-0388,Apex Customer 0388,SME,4,2022-07-04,Construction
389,CUST-0389,Apex Customer 0389,Mid-Market,5,2023-11-18,Manufacturing
390,CUST-0390,Apex Customer 0390,Mid-Market,5,2021-10-02,Manufacturing
391,CUST-0391,Apex Customer 0391,SME,4,2021-09-06,Education
392,CUST-0392,Apex Customer 0392,SME,3,2019-11-20,Healthcare
393,CUST-0393,Apex Customer 0393,SME,1,2021-07-22,Manufacturing
394,CUST-0394,Apex Customer 0394,Mid-Market,2,2023-07-21,Hospitality
395,CUST-0395,Apex Customer 0395,Mid-Market,3,2021-11-05,Manufacturing
396,CUST-0396,Apex Customer 0396,SME,2,2023-08-27,Construction
397,CUST-0397,Apex Customer 0397,Mid-Market,2,2022-03-07,Manufacturing
398,CUST-0398,Apex Customer 0398,SME,1,2023-10-13,Hospitality
399,CUST-0399,Apex Customer 0399,Mid-Market,5,2020-04-23,Hospitality
400,CUST-0400,Apex Customer 0400,SME,3,2021-10-23,Healthcare
401,CUST-0401,Apex Customer 0401,Mid-Market,5,2020-07-19,Professional Services
402,CUST-0402,Apex Customer 0402,SME,2,2020-06-16,Construction
403,CUST-0403,Apex Customer 0403,SME,1,2021-12-18,Healthcare
404,CUST-0404,Apex Customer 0404,SME,4,2022-05-13,Construction
405,CUST-0405,Apex Customer 0405,SME,5,2019-10-14,Construction
406,CUST-0406,Apex Customer 0406,SME,5,2019-12-01,Healthcare
407,CUST-0407,Apex Customer 0407,Mid-Market,2,2023-05-02,Hospitality
408,CUST-0408,Apex Customer 0408,Mid-Market,3,2022-03-20,Professional Services
409,CUST-0409,Apex Customer 0409,Mid-Market,5,2021-09-15,Education
410,CUST-0410,Apex Customer 0410,Mid-Market,3,2023-09-05,Healthcare
411,CUST-0411,Apex Customer 0411,SME,1,2022-08-18,Construction
412,CUST-0412,Apex Customer 0412,SME,2,2022-10-04,Professional Services
413,CUST-0413,Apex Customer 0413,SME,3,2023-08-04,Education
414,CUST-0414,Apex Customer 0414,SME,3,2023-11-06,Education
415,CUST-0415,Apex Customer 0415,Mid-Market,4,2019-05-19,Construction
416,CUST-0416,Apex Customer 0416,SME,5,2019-04-06,Healthcare
417,CUST-0417,Apex Customer 0417,SME,1,2022-04-23,Construction
418,CUST-0418,Apex Customer 0418,SME,3,2023-02-19,Construction
419,CUST-0419,Apex Customer 0419,Mid-Market,5,2020-11-20,Construction
420,CUST-0420,Apex Customer 0420,Mid-Market,3,2019-04-22,Hospitality
421,CUST-0421,Apex Customer 0421,SME,1,2021-01-08,Education
422,CUST-0422,Apex Customer 0422,Mid-Market,2,2023-07-10,Healthcare
423,CUST-0423,Apex Customer 0423,SME,3,2019-04-02,Hospitality
424,CUST-0424,Apex Customer 0424,SME,5,2022-04-05,Hospitality
425,CUST-0425,Apex Customer 0425,Mid-Market,4,2020-08-25,Retail
426,CUST-0426,Apex Customer 0426,SME,5,2022-09-22,Retail
427,CUST-0427,Apex Customer 0427,SME,1,2020-04-21,Education
428,CUST-0428,Apex Customer 0428,Enterprise,2,2022-05-10,Education
429,CUST-0429,Apex Customer 0429,SME,1,2021-07-02,Hospitality
430,CUST-0430,Apex Customer 0430,Mid-Market,3,2019-07-01,Manufacturing
431,CUST-0431,Apex Customer 0431,Mid-Market,1,2022-12-21,Education
432,CUST-0432,Apex Customer 0432,SME,4,2022-08-27,Manufacturing
433,CUST-0433,Apex Customer 0433,SME,4,2023-05-27,Professional Services
434,CUST-0434,Apex Customer 0434,Mid-Market,5,2021-12-12,Manufacturing
435,CUST-0435,Apex Customer 0435,SME,1,2020-11-18,Healthcare
436,CUST-0436,Apex Customer 0436,Mid-Market,1,2023-08-16,Retail
437,CUST-0437,Apex Customer 0437,Mid-Market,2,2022-11-20,Retail
438,CUST-0438,Apex Customer 0438,SME,4,2023-07-04,Manufacturing
439,CUST-0439,Apex Customer 0439,SME,1,2023-12-24,Retail
440,CUST-0440,Apex Customer 0440,Enterprise,5,2022-06-02,Healthcare
441,CUST-0441,Apex Customer 0441,Mid-Market,1,2022-10-20,Manufacturing
442,CUST-0442,Apex Customer 0442,Mid-Market,4,2020-12-14,Hospitality
443,CUST-0443,Apex Customer 0443,SME,2,2022-04-08,Construction
444,CUST-0444,Apex Customer 0444,Mid-Market,2,2019-08-22,Manufacturing
445,CUST-0445,Apex Customer 0445,SME,5,2023-08-21,Retail
446,CUST-0446,Apex Customer 0446,Mid-Market,4,2022-09-26,Construction
447,CUST-0447,Apex Customer 0447,SME,3,2022-08-08,Healthcare
448,CUST-0448,Apex Customer 0448,SME,4,2022-12-15,Hospitality
449,CUST-0449,Apex Customer 0449,Mid-Market,6,2019-01-05,Construction
450,CUST-0450,Apex Customer 0450,SME,2,2020-10-15,Education
451,CUST-0451,Apex Customer 0451,Mid-Market,5,2023-07-20,Retail
452,CUST-0452,Apex Customer 0452,Mid-Market,2,2022-09-27,Retail
453,CUST-0453,Apex Customer 0453,Mid-Market,1,2020-04-10,Healthcare
454,CUST-0454,Apex Customer 0454,SME,6,2021-02-16,Hospitality
455,CUST-0455,Apex Customer 0455,SME,3,2021-01-02,Healthcare
456,CUST-0456,Apex Customer 0456,Mid-Market,6,2023-12-03,Healthcare
457,CUST-0457,Apex Customer 0457,SME,1,2019-06-14,Education
458,CUST-0458,Apex Customer 0458,Enterprise,2,2021-09-13,Construction
459,CUST-0459,Apex Customer 0459,SME,2,2019-09-02,Retail
460,CUST-0460,Apex Customer 0460,Mid-Market,5,2023-06-26,Professional Services
461,CUST-0461,Apex Customer 0461,Mid-Market,2,2020-12-13,Healthcare
462,CUST-0462,Apex Customer 0462,Mid-Market,4,2019-09-16,Retail
463,CUST-0463,Apex Customer 0463,Mid-Market,2,2021-10-23,Manufacturing
464,CUST-0464,Apex Customer 0464,SME,1,2022-07-17,Retail
465,CUST-0465,Apex Customer 0465,SME,2,2019-02-19,Retail
466,CUST-0466,Apex Customer 0466,Mid-Market,1,2019-12-04,Education
467,CUST-0467,Apex Customer 0467,SME,3,2022-01-06,Manufacturing
468,CUST-0468,Apex Customer 0468,SME,1,2022-02-08,Manufacturing
469,CUST-0469,Apex Customer 0469,SME,2,2022-06-27,Healthcare
470,CUST-0470,Apex Customer 0470,SME,4,2021-04-23,Healthcare
471,CUST-0471,Apex Customer 0471,SME,3,2022-10-20,Education
472,CUST-0472,Apex Customer 0472,SME,5,2023-04-11,Education
473,CUST-0473,Apex Customer 0473,SME,5,2021-06-04,Professional Services
474,CUST-0474,Apex Customer 0474,SME,2,2022-11-05,Education
475,CUST-0475,Apex Customer 0475,SME,1,2022-05-22,Healthcare
476,CUST-0476,Apex Customer 0476,SME,5,2021-09-17,Education
477,CUST-0477,Apex Customer 0477,Mid-Market,5,2020-05-27,Retail
478,CUST-0478,Apex Customer 0478,Mid-Market,3,2022-04-05,Healthcare
479,CUST-0479,Apex Customer 0479,Enterprise,1,2021-08-23,Construction
480,CUST-0480,Apex Customer 0480,Enterprise,1,2023-10-17,Retail
481,CUST-0481,Apex Customer 0481,Mid-Market,4,2023-08-18,Manufacturing
482,CUST-0482,Apex Customer 0482,SME,1,2020-10-25,Healthcare
483,CUST-0483,Apex Customer 0483,SME,4,2021-04-13,Manufacturing
484,CUST-0484,Apex Customer 0484,Mid-Market,1,2022-11-23,Construction
485,CUST-0485,Apex Customer 0485,Mid-Market,1,2023-07-28,Hospitality
486,CUST-0486,Apex Customer 0486,Mid-Market,1,2021-10-22,Healthcare
487,CUST-0487,Apex Customer 0487,SME,1,2021-08-16,Hospitality
488,CUST-0488,Apex Customer 0488,SME,5,2021-05-09,Manufacturing
489,CUST-0489,Apex Customer 0489,SME,6,2021-05-14,Hospitality
490,CUST-0490,Apex Customer 0490,Mid-Market,6,2021-07-28,Professional Services
491,CUST-0491,Apex Customer 0491,Enterprise,3,2020-08-18,Education
492,CUST-0492,Apex Customer 0492,SME,4,2023-06-06,Construction
493,CUST-0493,Apex Customer 0493,Enterprise,2,2022-11-19,Hospitality
494,CUST-0494,Apex Customer 0494,Mid-Market,2,2019-05-16,Retail
495,CUST-0495,Apex Customer 0495,Mid-Market,6,2023-03-27,Education
496,CUST-0496,Apex Customer 0496,SME,4,2022-10-17,Manufacturing
497,CUST-0497,Apex Customer 0497,Mid-Market,6,2021-05-18,Manufacturing
498,CUST-0498,Apex Customer 0498,Mid-Market,1,2019-11-15,Professional Services
499,CUST-0499,Apex Customer 0499,Enterprise,5,2022-03-24,Professional Services
500,CUST-0500,Apex Customer 0500,SME,6,2020-05-23,Hospitality
501,CUST-0501,Apex Customer 0501,SME,2,2022-06-09,Professional Services
502,CUST-0502,Apex Customer 0502,SME,6,2020-02-03,Professional Services
503,CUST-0503,Apex Customer 0503,SME,4,2019-12-19,Retail
504,CUST-0504,Apex Customer 0504,Mid-Market,5,2022-04-03,Healthcare
505,CUST-0505,Apex Customer 0505,Mid-Market,1,2022-08-01,Manufacturing
506,CUST-0506,Apex Customer 0506,SME,5,2023-10-17,Retail
507,CUST-0507,Apex Customer 0507,Mid-Market,1,2019-09-01,Manufacturing
508,CUST-0508,Apex Customer 0508,SME,6,2020-07-22,Construction
509,CUST-0509,Apex Customer 0509,Mid-Market,1,2021-05-04,Construction
510,CUST-0510,Apex Customer 0510,Enterprise,2,2019-02-05,Retail
511,CUST-0511,Apex Customer 0511,SME,3,2020-01-03,Healthcare
512,CUST-0512,Apex Customer 0512,Enterprise,6,2023-01-13,Construction
513,CUST-0513,Apex Customer 0513,SME,2,2022-01-02,Professional Services
514,CUST-0514,Apex Customer 0514,SME,2,2020-02-21,Manufacturing
515,CUST-0515,Apex Customer 0515,SME,1,2023-10-01,Hospitality
516,CUST-0516,Apex Customer 0516,Enterprise,1,2020-08-14,Retail
517,CUST-0517,Apex Customer 0517,SME,1,2022-02-22,Manufacturing
518,CUST-0518,Apex Customer 0518,SME,3,2020-09-03,Professional Services
519,CUST-0519,Apex Customer 0519,SME,1,2022-11-09,Hospitality
520,CUST-0520,Apex Customer 0520,SME,6,2023-06-27,Professional Services
521,CUST-0521,Apex Customer 0521,Mid-Market,1,2019-05-11,Manufacturing
522,CUST-0522,Apex Customer 0522,Mid-Market,2,2023-06-10,Education
523,CUST-0523,Apex Customer 0523,Mid-Market,1,2023-07-11,Healthcare
524,CUST-0524,Apex Customer 0524,SME,5,2023-02-23,Manufacturing
525,CUST-0525,Apex Customer 0525,SME,1,2019-01-14,Healthcare
526,CUST-0526,Apex Customer 0526,SME,4,2020-08-04,Construction
527,CUST-0527,Apex Customer 0527,SME,3,2023-03-14,Professional Services
528,CUST-0528,Apex Customer 0528,SME,4,2020-08-22,Hospitality
529,CUST-0529,Apex Customer 0529,Mid-Market,2,2021-07-08,Construction
530,CUST-0530,Apex Customer 0530,SME,1,2021-05-23,Professional Services
531,CUST-0531,Apex Customer 0531,SME,5,2021-08-16,Construction
532,CUST-0532,Apex Customer 0532,SME,2,2022-06-22,Professional Services
533,CUST-0533,Apex Customer 0533,Enterprise,2,2023-11-26,Healthcare
534,CUST-0534,Apex Customer 0534,Enterprise,1,2020-01-19,Education
535,CUST-0535,Apex Customer 0535,Mid-Market,4,2021-01-11,Hospitality
536,CUST-0536,Apex Customer 0536,SME,5,2021-08-08,Hospitality
537,CUST-0537,Apex Customer 0537,Mid-Market,4,2023-01-26,Healthcare
538,CUST-0538,Apex Customer 0538,SME,6,2021-07-11,Hospitality
539,CUST-0539,Apex Customer 0539,Mid-Market,2,2023-03-08,Healthcare
540,CUST-0540,Apex Customer 0540,Enterprise,3,2023-02-07,Retail
541,CUST-0541,Apex Customer 0541,Mid-Market,2,2020-12-13,Retail
542,CUST-0542,Apex Customer 0542,SME,5,2022-05-07,Professional Services
543,CUST-0543,Apex Customer 0543,SME,1,2021-10-26,Professional Services
544,CUST-0544,Apex Customer 0544,SME,3,2020-03-05,Retail
545,CUST-0545,Apex Customer 0545,SME,3,2023-04-11,Education
546,CUST-0546,Apex Customer 0546,SME,2,2022-01-26,Healthcare
547,CUST-0547,Apex Customer 0547,Mid-Market,1,2021-07-25,Education
548,CUST-0548,Apex Customer 0548,SME,5,2021-10-17,Professional Services
549,CUST-0549,Apex Customer 0549,Mid-Market,1,2022-04-26,Manufacturing
550,CUST-0550,Apex Customer 0550,Enterprise,1,2022-08-07,Manufacturing
551,CUST-0551,Apex Customer 0551,Enterprise,1,2020-01-05,Healthcare
552,CUST-0552,Apex Customer 0552,SME,4,2022-03-05,Construction
553,CUST-0553,Apex Customer 0553,SME,6,2021-01-12,Manufacturing
554,CUST-0554,Apex Customer 0554,SME,6,2023-10-22,Professional Services
555,CUST-0555,Apex Customer 0555,Mid-Market,6,2022-03-11,Construction
556,CUST-0556,Apex Customer 0556,SME,2,2023-06-17,Manufacturing
557,CUST-0557,Apex Customer 0557,Mid-Market,1,2022-10-18,Construction
558,CUST-0558,Apex Customer 0558,SME,2,2021-10-04,Hospitality
559,CUST-0559,Apex Customer 0559,SME,1,2021-06-01,Education
560,CUST-0560,Apex Customer 0560,SME,5,2023-12-27,Manufacturing
561,CUST-0561,Apex Customer 0561,SME,4,2023-08-13,Healthcare
562,CUST-0562,Apex Customer 0562,SME,3,2022-10-14,Construction
563,CUST-0563,Apex Customer 0563,Mid-Market,4,2023-11-27,Construction
564,CUST-0564,Apex Customer 0564,SME,2,2020-04-08,Education
565,CUST-0565,Apex Customer 0565,SME,6,2020-06-03,Retail
566,CUST-0566,Apex Customer 0566,SME,4,2020-04-13,Construction
567,CUST-0567,Apex Customer 0567,Mid-Market,6,2023-09-06,Manufacturing
568,CUST-0568,Apex Customer 0568,SME,2,2022-02-24,Manufacturing
569,CUST-0569,Apex Customer 0569,Enterprise,1,2020-04-06,Healthcare
570,CUST-0570,Apex Customer 0570,Mid-Market,4,2022-10-04,Healthcare
571,CUST-0571,Apex Customer 0571,SME,5,2022-08-12,Education
572,CUST-0572,Apex Customer 0572,SME,4,2020-09-09,Education
573,CUST-0573,Apex Customer 0573,Mid-Market,1,2023-03-01,Professional Services
574,CUST-0574,Apex Customer 0574,SME,3,2023-07-20,Retail
575,CUST-0575,Apex Customer 0575,Enterprise,1,2020-12-05,Manufacturing
576,CUST-0576,Apex Customer 0576,Mid-Market,4,2021-02-03,Professional Services
577,CUST-0577,Apex Customer 0577,Mid-Market,6,2021-07-16,Professional Services
578,CUST-0578,Apex Customer 0578,Mid-Market,2,2022-11-05,Retail
579,CUST-0579,Apex Customer 0579,SME,4,2021-02-24,Hospitality
580,CUST-0580,Apex Customer 0580,SME,4,2023-09-06,Healthcare
581,CUST-0581,Apex Customer 0581,SME,4,2020-03-14,Professional Services
582,CUST-0582,Apex Customer 0582,Mid-Market,5,2022-01-19,Retail
583,CUST-0583,Apex Customer 0583,Mid-Market,5,2021-06-22,Manufacturing
584,CUST-0584,Apex Customer 0584,SME,2,2021-07-26,Construction
585,CUST-0585,Apex Customer 0585,SME,6,2022-09-21,Healthcare
586,CUST-0586,Apex Customer 0586,Mid-Market,1,2022-07-13,Retail
587,CUST-0587,Apex Customer 0587,Enterprise,5,2020-01-27,Healthcare
588,CUST-0588,Apex Customer 0588,SME,1,2022-04-09,Construction
589,CUST-0589,Apex Customer 0589,SME,4,2020-08-15,Retail
590,CUST-0590,Apex Customer 0590,SME,4,2019-02-03,Professional Services
591,CUST-0591,Apex Customer 0591,SME,4,2022-06-17,Education
592,CUST-0592,Apex Customer 0592,SME,4,2023-04-05,Manufacturing
593,CUST-0593,Apex Customer 0593,SME,3,2023-08-23,Healthcare
594,CUST-0594,Apex Customer 0594,Enterprise,5,2020-08-26,Education
595,CUST-0595,Apex Customer 0595,SME,3,2021-01-01,Retail
596,CUST-0596,Apex Customer 0596,SME,2,2022-10-19,Manufacturing
597,CUST-0597,Apex Customer 0597,Mid-Market,4,2020-05-26,Hospitality
598,CUST-0598,Apex Customer 0598,SME,5,2019-02-19,Manufacturing
599,CUST-0599,Apex Customer 0599,Mid-Market,2,2021-10-01,Manufacturing
600,CUST-0600,Apex Customer 0600,SME,5,2021-11-08,Healthcare
601,CUST-0601,Apex Customer 0601,SME,3,2022-11-02,Hospitality
602,CUST-0602,Apex Customer 0602,SME,1,2019-08-25,Healthcare
603,CUST-0603,Apex Customer 0603,SME,5,2022-06-11,Education
604,CUST-0604,Apex Customer 0604,Mid-Market,5,2021-05-05,Hospitality
605,CUST-0605,Apex Customer 0605,Mid-Market,5,2019-03-13,Education
606,CUST-0606,Apex Customer 0606,Mid-Market,2,2021-11-03,Education
607,CUST-0607,Apex Customer 0607,Mid-Market,5,2022-11-05,Manufacturing
608,CUST-0608,Apex Customer 0608,SME,1,2019-01-18,Retail
609,CUST-0609,Apex Customer 0609,Mid-Market,2,2020-11-07,Construction
610,CUST-0610,Apex Customer 0610,Mid-Market,1,2021-02-09,Manufacturing
611,CUST-0611,Apex Customer 0611,SME,3,2019-12-07,Manufacturing
612,CUST-0612,Apex Customer 0612,SME,4,2021-01-12,Hospitality
613,CUST-0613,Apex Customer 0613,SME,2,2023-12-11,Hospitality
614,CUST-0614,Apex Customer 0614,Enterprise,4,2022-03-01,Manufacturing
615,CUST-0615,Apex Customer 0615,SME,4,2023-08-12,Retail
616,CUST-0616,Apex Customer 0616,Enterprise,5,2023-09-04,Professional Services
617,CUST-0617,Apex Customer 0617,Mid-Market,1,2023-07-11,Professional Services
618,CUST-0618,Apex Customer 0618,Mid-Market,4,2021-05-28,Professional Services
619,CUST-0619,Apex Customer 0619,SME,1,2020-05-10,Hospitality
620,CUST-0620,Apex Customer 0620,Mid-Market,4,2022-05-04,Education
621,CUST-0621,Apex Customer 0621,SME,4,2021-08-17,Hospitality
622,CUST-0622,Apex Customer 0622,Enterprise,2,2023-12-08,Professional Services
623,CUST-0623,Apex Customer 0623,SME,4,2022-09-25,Retail
624,CUST-0624,Apex Customer 0624,Enterprise,5,2020-08-17,Construction
625,CUST-0625,Apex Customer 0625,SME,1,2019-02-18,Manufacturing
626,CUST-0626,Apex Customer 0626,SME,5,2022-03-07,Retail
627,CUST-0627,Apex Customer 0627,SME,2,2020-12-25,Construction
628,CUST-0628,Apex Customer 0628,Mid-Market,1,2023-03-26,Healthcare
629,CUST-0629,Apex Customer 0629,SME,1,2023-12-17,Manufacturing
630,CUST-0630,Apex Customer 0630,SME,2,2019-07-01,Education
631,CUST-0631,Apex Customer 0631,Enterprise,5,2022-07-12,Healthcare
632,CUST-0632,Apex Customer 0632,SME,2,2020-02-08,Manufacturing
633,CUST-0633,Apex Customer 0633,SME,6,2022-05-07,Professional Services
634,CUST-0634,Apex Customer 0634,Mid-Market,2,2022-05-06,Hospitality
635,CUST-0635,Apex Customer 0635,SME,1,2020-12-03,Retail
636,CUST-0636,Apex Customer 0636,Mid-Market,2,2023-01-08,Retail
637,CUST-0637,Apex Customer 0637,SME,3,2019-01-03,Manufacturing
638,CUST-0638,Apex Customer 0638,Mid-Market,4,2020-07-24,Healthcare
639,CUST-0639,Apex Customer 0639,SME,4,2021-06-14,Education
640,CUST-0640,Apex Customer 0640,Enterprise,1,2023-12-23,Construction
641,CUST-0641,Apex Customer 0641,Enterprise,1,2022-11-18,Education
642,CUST-0642,Apex Customer 0642,SME,1,2021-12-19,Retail
643,CUST-0643,Apex Customer 0643,Enterprise,2,2022-02-02,Construction
644,CUST-0644,Apex Customer 0644,SME,5,2023-05-26,Education
645,CUST-0645,Apex Customer 0645,Mid-Market,4,2020-03-02,Construction
646,CUST-0646,Apex Customer 0646,SME,2,2022-06-07,Healthcare
647,CUST-0647,Apex Customer 0647,Enterprise,3,2022-05-12,Healthcare
648,CUST-0648,Apex Customer 0648,SME,5,2020-10-09,Retail
649,CUST-0649,Apex Customer 0649,SME,2,2023-04-13,Healthcare
650,CUST-0650,Apex Customer 0650,Mid-Market,4,2022-08-17,Construction
651,CUST-0651,Apex Customer 0651,SME,2,2023-01-02,Retail
652,CUST-0652,Apex Customer 0652,SME,4,2021-08-22,Healthcare
653,CUST-0653,Apex Customer 0653,Mid-Market,2,2023-10-25,Education
654,CUST-0654,Apex Customer 0654,Mid-Market,4,2022-02-16,Construction
655,CUST-0655,Apex Customer 0655,SME,4,2023-01-23,Manufacturing
656,CUST-0656,Apex Customer 0656,Enterprise,1,2022-10-21,Education
657,CUST-0657,Apex Customer 0657,SME,5,2022-03-16,Construction
658,CUST-0658,Apex Customer 0658,SME,4,2021-04-06,Construction
659,CUST-0659,Apex Customer 0659,Mid-Market,2,2022-08-28,Retail
660,CUST-0660,Apex Customer 0660,SME,4,2022-10-16,Hospitality
661,CUST-0661,Apex Customer 0661,Enterprise,5,2022-08-19,Manufacturing
662,CUST-0662,Apex Customer 0662,Mid-Market,5,2021-05-06,Construction
663,CUST-0663,Apex Customer 0663,SME,2,2023-06-25,Manufacturing
664,CUST-0664,Apex Customer 0664,SME,5,2022-05-19,Retail
665,CUST-0665,Apex Customer 0665,Mid-Market,2,2022-12-14,Construction
666,CUST-0666,Apex Customer 0666,SME,3,2022-02-21,Construction
667,CUST-0667,Apex Customer 0667,SME,2,2019-12-23,Healthcare
668,CUST-0668,Apex Customer 0668,SME,5,2022-12-20,Manufacturing
669,CUST-0669,Apex Customer 0669,SME,5,2021-04-06,Professional Services
670,CUST-0670,Apex Customer 0670,Enterprise,1,2020-06-03,Hospitality
671,CUST-0671,Apex Customer 0671,SME,1,2021-11-21,Retail
672,CUST-0672,Apex Customer 0672,Enterprise,5,2023-10-21,Professional Services
673,CUST-0673,Apex Customer 0673,SME,4,2023-11-15,Professional Services
674,CUST-0674,Apex Customer 0674,SME,4,2023-08-21,Hospitality
675,CUST-0675,Apex Customer 0675,Enterprise,6,2022-02-27,Education
676,CUST-0676,Apex Customer 0676,SME,2,2021-02-04,Hospitality
677,CUST-0677,Apex Customer 0677,SME,1,2022-08-28,Hospitality
678,CUST-0678,Apex Customer 0678,SME,5,2020-12-23,Education
679,CUST-0679,Apex Customer 0679,SME,4,2023-06-10,Hospitality
680,CUST-0680,Apex Customer 0680,Enterprise,4,2021-04-25,Education
681,CUST-0681,Apex Customer 0681,SME,3,2023-06-04,Manufacturing
682,CUST-0682,Apex Customer 0682,SME,2,2020-03-14,Manufacturing
683,CUST-0683,Apex Customer 0683,SME,3,2023-02-03,Hospitality
684,CUST-0684,Apex Customer 0684,SME,6,2022-07-24,Healthcare
685,CUST-0685,Apex Customer 0685,SME,2,2021-01-14,Education
686,CUST-0686,Apex Customer 0686,Mid-Market,1,2023-07-18,Manufacturing
687,CUST-0687,Apex Customer 0687,SME,1,2021-09-22,Professional Services
688,CUST-0688,Apex Customer 0688,Enterprise,6,2020-02-15,Healthcare
689,CUST-0689,Apex Customer 0689,SME,1,2022-11-24,Healthcare
690,CUST-0690,Apex Customer 0690,Mid-Market,1,2019-12-03,Healthcare
691,CUST-0691,Apex Customer 0691,Mid-Market,1,2019-06-01,Professional Services
692,CUST-0692,Apex Customer 0692,SME,4,2023-09-25,Manufacturing
693,CUST-0693,Apex Customer 0693,Mid-Market,4,2019-12-07,Construction
694,CUST-0694,Apex Customer 0694,Mid-Market,4,2023-09-28,Hospitality
695,CUST-0695,Apex Customer 0695,SME,1,2022-02-08,Professional Services
696,CUST-0696,Apex Customer 0696,SME,3,2019-03-02,Education
697,CUST-0697,Apex Customer 0697,SME,1,2023-05-21,Professional Services
698,CUST-0698,Apex Customer 0698,Enterprise,2,2020-07-15,Professional Services
699,CUST-0699,Apex Customer 0699,SME,4,2020-12-22,Retail
700,CUST-0700,Apex Customer 0700,SME,2,2023-05-24,Hospitality
701,CUST-0701,Apex Customer 0701,SME,5,2023-03-06,Professional Services
702,CUST-0702,Apex Customer 0702,SME,2,2022-08-02,Retail
703,CUST-0703,Apex Customer 0703,SME,4,2023-11-16,Retail
704,CUST-0704,Apex Customer 0704,SME,2,2022-04-11,Hospitality
705,CUST-0705,Apex Customer 0705,SME,1,2020-11-20,Hospitality
706,CUST-0706,Apex Customer 0706,Mid-Market,1,2020-08-12,Healthcare
707,CUST-0707,Apex Customer 0707,SME,3,2021-07-14,Healthcare
708,CUST-0708,Apex Customer 0708,SME,5,2022-05-26,Professional Services
709,CUST-0709,Apex Customer 0709,SME,1,2020-02-02,Healthcare
710,CUST-0710,Apex Customer 0710,SME,1,2022-12-24,Manufacturing
711,CUST-0711,Apex Customer 0711,SME,2,2020-11-28,Healthcare
712,CUST-0712,Apex Customer 0712,Mid-Market,1,2021-03-07,Construction
713,CUST-0713,Apex Customer 0713,SME,5,2021-02-01,Construction
714,CUST-0714,Apex Customer 0714,SME,1,2023-05-27,Retail
715,CUST-0715,Apex Customer 0715,SME,1,2023-06-14,Retail
716,CUST-0716,Apex Customer 0716,SME,6,2021-09-02,Education
717,CUST-0717,Apex Customer 0717,Mid-Market,1,2019-04-25,Retail
718,CUST-0718,Apex Customer 0718,SME,1,2023-01-01,Healthcare
719,CUST-0719,Apex Customer 0719,Mid-Market,2,2022-09-02,Education
720,CUST-0720,Apex Customer 0720,Mid-Market,1,2021-02-27,Hospitality
721,CUST-0721,Apex Customer 0721,SME,2,2021-03-07,Construction
722,CUST-0722,Apex Customer 0722,SME,4,2021-03-18,Retail
723,CUST-0723,Apex Customer 0723,Enterprise,4,2021-09-19,Professional Services
724,CUST-0724,Apex Customer 0724,SME,1,2021-01-11,Education
725,CUST-0725,Apex Customer 0725,SME,4,2022-07-05,Manufacturing
726,CUST-0726,Apex Customer 0726,SME,1,2022-01-05,Professional Services
727,CUST-0727,Apex Customer 0727,SME,5,2022-06-09,Construction
728,CUST-0728,Apex Customer 0728,SME,1,2020-02-01,Hospitality
729,CUST-0729,Apex Customer 0729,SME,6,2021-08-01,Healthcare
730,CUST-0730,Apex Customer 0730,SME,6,2022-07-07,Healthcare
731,CUST-0731,Apex Customer 0731,SME,2,2020-12-20,Education
732,CUST-0732,Apex Customer 0732,SME,6,2021-08-03,Retail
733,CUST-0733,Apex Customer 0733,SME,2,2023-02-15,Professional Services
734,CUST-0734,Apex Customer 0734,SME,5,2019-07-26,Retail
735,CUST-0735,Apex Customer 0735,SME,4,2023-08-24,Education
736,CUST-0736,Apex Customer 0736,Mid-Market,5,2020-11-02,Manufacturing
737,CUST-0737,Apex Customer 0737,Enterprise,6,2020-05-23,Professional Services
738,CUST-0738,Apex Customer 0738,Mid-Market,1,2022-08-12,Healthcare
739,CUST-0739,Apex Customer 0739,Mid-Market,6,2023-11-14,Hospitality
740,CUST-0740,Apex Customer 0740,Enterprise,5,2019-10-01,Manufacturing
